unit,age,sex,geo\time	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 	1980 
NR,Y_LT35,F,EL	: 	6076 	5569 	5611 	5243 	5571 	5190 	4990 	5461 	5625 	5861 	7153 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4105 	3856 	3569 	3514 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,F,ES	: 	31733 	30633 	28000 	26267 	25033 	24233 	24033 	24333 	25766 	27233 	28200 	27267 	24733 	23933 	24633 	24667 	24233 	22067 	20433 	18934 	17466 	17233 	16567 	15667 	14333 	: 	: 	: 	: 	: 	14300 	: 	: 	: 	: 	12300 	: 	: 	: 	: 	7500 
NR,Y_LT35,F,FI	: 	: 	: 	2959 	3056 	3108 	3116 	3094 	2950 	2880 	2962 	2710 	2639 	2463 	2287 	2278 	2288 	2246 b	1631 	1702 	1734 	1814 	1743 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,F,FR	: 	21456 	20898 	19660 	18486 	16901 	15500 	14119 	12492 	11424 	10481 b	9273 	8925 b	8932 	8727 	8714 	8861 	8899 	8781 	8616 	8856 	9136 	9297 	10124 	12154 	12900 	13266 	13692 	12663 	13613 	14273 	14780 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,F,HR	: 	2482 	2524 	2448 	2325 	2169 	2151 	1870 	1854 	1808 	1739 	1592 	1406 b	1313 	1377 	1129 	1113 	1150 	1072 	1032 	1067 	1099 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,F,HU	: 	4650 b	4521 	4338 	4134 	3994 	3855 b	3531 	3769 	3106 	2882 	2882 b	2729 	2772 b	3299 b	2760 	2662 b	3113 b	3552 	3563 b	3347 e	3565 be	4098 	4240 	4353 	4456 	4612 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,F,IE	3818 b	2747 	2590 	2292 	2264 	2197 	2172 	2014 b	2870 	3125 	3252 	: 	: 	2899 	2520 	2467 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,F,IS	: 	: 	144 	140 	137 	114 b	144 	127 	120 	114 	95 	96 	103 	94 	74 	58 	52 b	50 	48 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,F,IT	13132 p	11824 	12680 	12540 	12731 	12816 	12090 	12902 	13337 	13254 b	32073 	29132 	28922 	29421 	32137 	27025 	25723 	25857 e	23487 e	21407 e	20537 e	19946 be	21244 	22567 	23733 	24830 	26083 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,F,LI	4 	9 	7 	5 	8 	4 	2 	1 	1 	1 	0 	0 b	0 d	0 d	0 d	1 d	0 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,F,LT	: 	2603 e	2355 e	2132 be	2398 e	2394 e	2313 e	2133 e	1981 e	1995 e	1792 e	1600 e	1364 e	1318 e	1060 be	948 	773 	741 	620 	1039 	1296 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,F,LU	: 	: 	: 	: 	51 	41 	37 	49 	45 	40 	36 	40 	34 	37 	37 	31 	29 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,F,LV	: 	1041 	983 	962 	795 	741 	683 	618 	542 	485 	475 	469 	484 	552 	567 	599 	587 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,F,ME	: 	219 	237 	258 	272 	260 	195 	153 	154 	155 	135 	149 	183 	193 	154 	148 	152 	166 	152 	162 	134 	126 	131 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,F,MK	: 	922 	931 	910 	843 	870 	769 	759 	667 	645 	572 	495 	504 	481 	438 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,F,MT	: 	526 	488 	457 	443 	422 	400 	358 	328 	300 	284 b	262 	212 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,F,NL	: 	14448 	14222 	13927 b	13222 	12613 	12169 	11587 b	10901 	10410 	9659 	8137 	7756 	7306 	6738 	6451 	6108 	5827 	5580 	5408 	5161 	4843 	4623 b	5370 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3168 	: 	: 	: 	: 	: 
NR,Y_LT35,F,NO	4419 	4380 	4168 	4087 	3942 	3763 	3623 b	3557 	3390 	3248 	3110 	2984 	2842 b	2643 	2445 	2264 	1887 	1689 	1578 	1549 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,F,RO	: 	15909 	14563 	13503 	12531 	11956 	11586 	11056 	10839 	11183 	11115 	11040 b	10446 	10912 	10317 	9240 	9835 	8734 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,F,RS	2770 	2087 b	: 	1845 	1710 	1723 b	1912 	2033 	2140 	2157 	2272 	2400 	2448 	2553 	2511 	2526 	2484 	2404 	2480 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,F,SE	: 	: 	5373 	5231 	4962 	4811 	4665 	4429 	4240 	4120 	3978 	3741 	3579 	3432 	3161 	3010 	2809 	2578 	2426 	2260 	2141 	1937 	1836 	1773 	1663 	1567 	1597 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,F,SI	: 	1259 	1128 	1104 	1055 	1136 	965 	907 	816 	765 	673 	644 	610 	594 	619 	615 	615 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,F,SK	: 	2869 	2817 	2789 	2757 	2737 	2684 	2619 	2517 	2354 	2198 	2177 	1964 	2003 	1954 	1875 	1806 	2538 	2667 	2811 	2893 	2767 	2926 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,F,TR	: 	30539 	26325 	23632 b	23152 e	22352 e	21800 e	20932 e	20648 e	20031 e	19453 e	19054 e	18311 e	17462 e	16732 e	16127 e	15567 e	14988 e	14580 e	14192 e	13860 e	13156 e	12295 e	11589 e	11043 e	10667 e	10469 e	10160 e	9423 e	8796 e	8408 e	7816 e	7211 e	6560 e	5992 e	5778 e	5622 e	5277 e	4979 e	4777 e	4385 e	4204 e
NR,Y_LT35,F,UK	: 	: 	36323 	35198 e	34594 	34020 	33999 b	34027 	33470 	32636 	32135 	31200 	30741 b	27899 	26936 	26077 	24252 	22696 	21048 	20003 	18656 	18188 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,M,AT	4363 	4264 	4198 	3980 	3820 	3613 	3033 	2674 	2836 	2853 	2918 	2778 	2819 	2826 	2878 	2936 	2768 	2706 	2570 	2507 	2506 	2561 	2638 	2807 	2968 	3336 	3736 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,M,BE	: 	1591 	1485 	1369 	1108 	1018 	891 	818 	805 	835 	885 	894 	987 	1045 	1009 	1053 	1102 	1214 	1259 	1335 	1436 	1402 	1451 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,M,BG	: 	1974 	1834 	1776 	1646 	1508 	1375 	1085 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,M,CH	1811 	1814 	1787 	1823 	1777 	1675 	1629 	1542 	1423 	1380 	1427 	1464 	1672 	1846 b	1945 	2135 	2339 	2503 	2568 	2432 	2454 	2574 	: 	: 	: 	2707 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,M,CY	: 	: 	142 	132 	129 	110 	110 	115 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	28 	: 	: 	: 	: 	32 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,M,CZ	: 	3552 e	3550 be	: 	: 	: 	: 	: 	2869 	2977 	2972 	3044 	3126 	3250 	3393 	3568 	3778 	3870 	3956 	4012 	3976 	3852 b	3683 	3719 	3846 	3780 	3804 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,M,DE	: 	32465 	31565 	30704 	29815 	28714 	27564 	26572 	25382 	23866 	23900 	23353 	22844 	22741 	22615 	22676 	22188 	23985 	24412 	25223 	26886 	27800 	28812 	30391 	31749 	34352 	35152 	36494 	36327 	36184 	35335 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,M,DK	: 	: 	2113 	2056 	1865 	1658 	1529 	1477 	1471 	1537 	1537 	1545 	1533 	1542 	1559 	1546 	1401 	1250 	1128 	986 	839 	831 	823 	817 	864 	863 	931 	1028 	1163 	1242 b	1326 	1495 	1683 	1796 	1973 	2079 	2204 	2285 	2327 	2329 	2029 	2080 
NR,Y_LT35,M,EE	: 	315 	296 	287 	256 	234 	220 	193 	172 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,M,EL	: 	5424 	4829 	5019 	4598 	4693 	4757 	4596 	5398 	6014 	6383 	8208 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4265 	4148 	4081 	4042 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,M,ES	: 	15333 	14133 	12133 	10867 	10333 	10500 	10800 	12233 	14467 	16467 	15800 	14700 	14433 	14734 	14333 	12467 	11267 	10933 	10834 	11133 	11768 	12367 	12600 	11500 	10867 	: 	: 	: 	: 	: 	16600 	: 	: 	: 	: 	23300 	: 	: 	: 	: 	20500 
NR,Y_LT35,M,FI	: 	: 	: 	2022 	1995 	1893 	1804 	1720 	1627 	1534 	1580 	1455 	1399 	1323 	1265 	1254 	1283 	1224 b	878 	939 	962 	997 	961 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,M,FR	: 	12937 	12260 	11056 	10152 	9210 	8452 	7951 	7423 	7141 	7089 b	6353 	6257 b	6466 	6402 	6286 	6487 	6609 	6645 	6706 	6860 	7178 	7559 	8293 	10748 	12192 	13141 	14445 	14599 	16669 	18708 	20321 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,M,HR	: 	1313 	1303 	1262 	1157 	1110 	1114 	967 	973 	972 	965 	924 	879 b	803 	889 	727 	673 	681 	644 	584 	579 	550 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,M,HU	: 	2873 b	2774 	2638 	2494 	2387 	2348 b	2143 	2305 	1873 	1773 	1808 b	1778 	1846 b	2363 b	2052 	2054 b	2467 b	2865 	3020 b	2951 e	3149 be	3715 	3791 	3756 	3795 	3888 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,M,IE	3373 b	2454 	2349 	2058 	2053 	1939 	1797 	1551 b	2245 	2377 	2617 	: 	: 	2510 	2223 	2339 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,M,IS	: 	: 	115 	109 	92 	72 b	86 	68 	67 	61 	57 	70 	67 	68 	75 	85 	81 b	89 	80 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,M,IT	10384 p	8624 	8670 	8168 	7921 	7561 	6991 	7016 	7208 	7152 b	18187 	16576 	16661 	17268 	19208 	17098 	16917 	19845 e	18988 e	18461 e	18807 e	19426 be	22039 	24852 	27730 	30627 	33948 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,M,LI	7 	8 	4 	4 	3 	1 	2 	1 	1 	1 	2 	2 b	3 d	1 d	0 d	0 d	1 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,M,LT	: 	1082 e	994 e	877 be	1023 e	974 e	856 e	829 e	792 e	783 e	758 e	720 e	663 e	646 e	557 be	489 	409 	368 	294 	480 	588 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,M,LU	: 	: 	: 	: 	34 	32 	26 	22 	27 	36 	37 	29 	31 	38 	34 	34 	37 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,M,LV	: 	394 	372 	344 	284 	255 	221 	217 	207 	176 	177 	169 	168 	192 	208 	212 	216 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,M,ME	: 	103 	118 	128 	126 	129 	105 	94 	89 	87 	78 	87 	106 	129 	105 	105 	104 	83 	69 	78 	62 	53 	68 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,M,MK	: 	458 	444 	414 	373 	420 	403 	409 	393 	395 	371 	315 	316 	316 	251 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,M,MT	: 	434 	410 	382 	370 	338 	317 	309 	290 	273 	235 b	237 	203 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,M,NL	: 	6554 	6496 	6288 b	5791 	5534 	5333 	5142 b	4940 	4830 	4699 	4374 	4305 	4308 	4301 	4262 	4167 	4022 	3858 	3812 	3553 	3375 	3340 b	3758 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7116 	: 	: 	: 	: 	: 
NR,Y_LT35,M,NO	2522 	2590 	2595 	2599 	2562 	2464 	2365 b	2355 	2363 	2267 	2166 	2089 	2001 b	2015 	1943 	1869 	1686 	1536 	1411 	1442 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,M,RO	: 	5873 	5432 	5069 	4892 	4724 	4569 	4665 	4514 	4580 	4604 	4376 b	4015 	3672 	3567 	3605 	3524 	3614 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,M,RS	1505 	1144 b	: 	1019 	930 	893 b	985 	1023 	1091 	1103 	1143 	1211 	1193 	1217 	1212 	1172 	1122 	1130 	1180 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,M,SE	: 	: 	4233 	4055 	3858 	3694 	3403 	3216 	3016 	2856 	2690 	2594 	2537 	2517 	2443 	2351 	2270 	2173 	2076 	1967 	1873 	1801 	1746 	1696 	1702 	1714 	1778 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,M,SI	: 	620 	552 	522 	518 	547 	444 	435 	404 	394 	364 	315 	310 	306 	315 	332 	355 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,M,SK	: 	1605 	1571 	1554 	1503 	1527 	1465 	1407 	1428 	1324 	1331 	1399 	1304 	1388 	1442 	1471 	1438 	1546 	1637 	1790 	1911 	1823 	1965 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,M,TR	: 	31804 	28424 	26331 b	25792 e	24903 e	24289 e	23319 e	23002 e	22314 e	21670 e	21226 e	20400 e	19456 e	18639 e	17964 e	17341 e	16698 e	16243 e	15810 e	15442 e	14657 e	13697 e	12911 e	12302 e	11885 e	11663 e	11320 e	10497 e	9798 e	9369 e	8707 e	8031 e	7308 e	6677 e	6438 e	6263 e	5880 e	5548 e	5323 e	4885 e	4684 e
NR,Y_LT35,M,UK	: 	: 	28660 	26217 e	25415 	24639 	24111 b	24299 	23985 	23835 	24383 	24994 	25853 b	23835 	25751 	26526 	26128 	24662 	22803 	21536 	20651 	20302 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,T,AT	9433 	9183 	9047 	8670 	8610 	8452 	7280 	6716 	7232 	7412 	7675 	7333 	7386 	7248 	7147 	6989 	6634 	6237 	5852 	5692 	5510 	5367 	5445 	5621 	5822 	6382 	7048 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,T,BE	: 	4589 	4330 	4111 	3586 	3275 	2926 	2615 	2457 	2356 	2420 	2416 	2595 	2617 	2596 	2628 	2765 	2978 	3100 	3198 	3344 	3255 	3258 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,T,BG	: 	4575 	4146 	3936 	3741 	3417 	2940 	2347 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,T,CH	4524 	4581 	4506 	4621 	4584 	4430 	4328 	4142 	3749 	3488 	3458 	3439 	3855 	4038 b	4147 	4455 	4697 	4955 	5084 	4743 	4644 	4737 	: 	: 	: 	4682 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,T,CY	: 	: 	384 	353 	327 	306 	311 	313 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	76 	: 	: 	: 	: 	85 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,T,CZ	: 	9963 e	9782 be	: 	: 	: 	: 	: 	7298 	7430 	7287 	7192 	7167 	7160 	7306 	7429 	7754 	7892 	8110 	8110 	8075 	7924 b	7691 	7638 	7916 	7844 	7794 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,T,DE	: 	75179 	73412 	71792 	70682 	69019 	66887 	64989 	62703 	58379 	57748 	55085 	52449 	50595 	48765 	47576 	45619 	48062 	48194 	49307 	51512 	52613 	53988 	56710 	58743 	63504 	64545 	66162 	65240 	64120 	62272 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,T,DK	: 	: 	5681 	5515 	5085 	4602 	4271 	4115 	4168 	4208 	4131 	4012 	3955 	3890 	3779 	3688 	3420 	3037 	2736 	2435 	2088 	2048 	2027 	1991 	2023 	2023 	2070 	2199 	2352 	2493 b	2522 	2664 	2869 	2937 	3172 	3251 	3339 	3390 	3360 	3257 	2753 	2795 
NR,Y_LT35,T,EE	: 	978 	955 	954 	903 	865 	834 	782 	731 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,T,EL	: 	11500 	10398 	10630 	9841 	10264 	9947 	9586 	10859 	11639 	12244 	15361 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8370 	8004 	7650 	7556 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,T,ES	: 	47066 	44766 	40133 	37134 	35366 	34733 	34833 	36566 	40233 	43700 	44000 	41967 	39166 	38667 	38966 	37134 	35500 	33000 	31267 	30067 	29234 	29600 	29167 	27167 	25200 	: 	: 	: 	: 	: 	30900 	: 	: 	: 	: 	35600 	: 	: 	: 	: 	28000 
NR,Y_LT35,T,FI	: 	: 	: 	4981 	5051 	5001 	4920 	4814 	4577 	4414 	4542 	4165 	4038 	3786 	3552 	3532 	3571 	3470 b	2509 	2641 	2696 	2811 	2704 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,T,FR	: 	34393 	33158 	30716 	28638 	26111 	23952 	22070 	19915 	18565 	17570 b	15626 	15182 b	15397 	15129 	15000 	15348 	15508 	15426 	15322 	15715 	16314 	16855 	18417 	22902 	25092 	26408 	28137 	27262 	30282 	32981 	35101 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,T,HR	: 	3795 	3827 	3710 	3482 	3279 	3265 	2837 	2827 	2780 	2704 	2516 	2285 b	2116 	2266 	1856 	1786 	1831 	1716 	1616 	1646 	1649 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,T,HU	: 	7523 b	7295 	6976 	6628 	6381 	6203 b	5674 	6074 	4979 	4655 	4690 b	4507 	4618 b	5662 b	4812 	4716 b	5580 b	6417 	6583 b	6298 e	6714 be	7813 	8031 	8109 	8251 	8500 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,T,IE	7191 b	5201 	4939 	4350 	4317 	4136 	3969 	3565 b	5115 	5502 	5869 	: 	: 	5409 	4743 	4806 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,T,IS	: 	: 	259 	249 	229 	186 b	230 	195 	187 	175 	152 	166 	170 	162 	149 	143 	133 b	139 	128 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,T,IT	23516 p	20448 	21350 	20708 	20652 	20377 	19081 	19918 	20545 	20406 b	50260 	45708 	45583 	46689 	51345 	44123 	42640 	45702 e	42475 e	39868 e	39344 e	39372 be	43283 	47419 	51463 	55457 	60031 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,T,LI	11 	17 	11 	9 	11 	5 	4 	2 	2 	2 	2 	2 b	3 d	1 d	0 d	1 d	1 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,T,LT	: 	3685 e	3349 e	3009 be	3421 e	3368 e	3169 e	2962 e	2773 e	2778 e	2550 e	2320 e	2027 e	1964 e	1617 be	1437 	1182 	1109 	914 	1519 	1884 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,T,LU	: 	: 	: 	: 	85 	73 	63 	71 	72 	76 	73 	69 	65 	75 	71 	65 	66 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,T,LV	: 	1435 	1355 	1306 	1079 	996 	904 	835 	749 	661 	652 	638 	652 	744 	775 	811 	803 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,T,ME	: 	322 	355 	386 	398 	389 	300 	247 	243 	242 	213 	236 	289 	322 	259 	253 	256 	249 	221 	240 	196 	179 	199 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,T,MK	: 	1380 	1375 	1324 	1216 	1290 	1172 	1168 	1060 	1040 	943 	810 	820 	797 	689 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,T,MT	: 	960 	898 	839 	813 	760 	717 	667 	619 	573 	519 b	499 	415 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,Y_LT35,T,NL	: 	21002 	20718 	20215 b	19013 	18147 	17502 	16729 b	15841 	15240 	14358 	12511 	12061 	11614 	11039 	10713 	10275 	9849 	9438 	9220 	8714 	8218 	7963 b	9128 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10284 	: 	: 	: 	: 	: 
NR,Y_LT35,T,NO	6941 	6970 	6763 	6686 	6504 	6227 	5988 b	5912 	5753 	5515 	5276 	5073 	4843 b	4658 	4388 	4133 	3573 	3225 	2989 	2991 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
